MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
1996-009,John King Senior Community,500 Raymond Ave,500 Raymond Ave,94134,37.7155365,-122.4135879,10,Visitacion Valley,Visitacion Valley,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,91,0,0,90,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4135879 37.7155365)
2002-017,Jordan Apartments,820 O'Farrell St,820 O'Farrell St,94109,37.7853625,-122.4184771,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4184771 37.7853625)
1994-003,Juan Pifarre Plaza,3101 21st St,3101 21st St,94110,37.7568881,-122.4169507,9,Mission,Mission,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,30,0,0,3,9,13,5,0,0,0,3,0,0,0,0,POINT (-122.4169507 37.7568881)
1985-003,Junipero Serra House,926 Fillmore St,926 Fillmore St,94117,37.7780583,-122.4314168,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,25,0,7,18,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4314168 37.7780583)
2006-024,Kelly Cullen Community,220 Golden Gate Ave,220 Golden Gate Ave,94102,37.7819421,-122.4142608,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Adaptive Reuse,Multifamily Rental Program,,174,174,0,0,0,0,0,0,0,0,101,101,0,0,2,POINT (-122.4142608 37.7819421)
2013-037,Kennedy Towers (JFK Towers),2451 Sacramento St,2451 Sacramento St,94115,37.7896781,-122.4331212,2,Pacific Heights,Pacific Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,10/04/2016,98,0,76,21,1,0,0,0,0,0,0,0,0,0,1,POINT (-122.4331212 37.7896781)
1985-002,Klimm Apartments,460 Ellis St,460 Ellis St,94102,37.7849284,-122.4138896,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,42,0,41,1,0,0,0,0,0,0,3,0,0,0,1,POINT (-122.4138896 37.7849284)
1990-015,Knox SRO,241 6th St,241 6th St,94103,37.7794257,-122.406309,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,,140,140,0,0,0,0,0,0,0,0,29,0,0,0,0,POINT (-122.406309 37.7794257)
1999-017,Kokoro Assisted Living Facility,1881-1899 Bush St,1881-1899 Bush St,94109,37.7875301,-122.4281885,5,Pacific Heights,Western Addition,Western Addition-Area 2,SFRA,Rental,New Construction,Assisted Living/Skilled Nursing Facility,,54,0,50,4,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4281885 37.7875301)
2016-006,Konrad,950 Gough St,971 Eddy St,94109,37.7823408,-122.4237643,2,Western Addition,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,05/03/2019,11,0,1,8,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4237643 37.7823408)
2012-021,L Seven,350 8th St,1222 Harrison St,94103,37.7735,-122.4093,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,09/30/2014,62,0,5,32,25,0,0,0,0,0,0,0,0,0,0,POINT (-122.4093 37.7735)
1997-010,La Playa Apartments,770 La Playa St,770 La Playa St,94121,37.7738845,-122.5099139,1,Outer Richmond,Outer Richmond,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,POINT (-122.5099139 37.7738845)
1988-002,Lady Shaw,1483 Mason St,1483 Mason St,94133,37.7970636,-122.4124375,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,70,0,63,7,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4124375 37.7970636)
2003-001,Lantern Lofts,1168 Folsom St,1168 Folsom St,94103,37.7757508,-122.4096056,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4096056 37.7757508)
1992-008,Larkin Pine Senior Housing,1303 Larkin St,1303 Larkin St,94109,37.7900251,-122.4190953,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,63,45,0,18,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4190953 37.7900251)
1995-018,Larkin St Assisted Care Program,129 Hyde St,129 Hyde St,94102,37.7820574,-122.4159109,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Transitional,,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4159109 37.7820574)
1980-004,Lassen Apartments,441 Ellis St,441 Ellis St,94102,37.7845178,-122.413479,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,81,0,34,47,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.413479 37.7845178)
1997-013,Laurel Gardens Apartments,1555 Turk St,1555 Turk St,94115,37.7799876,-122.434559,5,Western Addition,Western Addition,Western Addition-Area 2,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,52,0,0,12,24,16,0,0,0,0,0,0,0,0,0,POINT (-122.434559 37.7799876)
1989-006,Leandro Soto Apartments,2155 Mission St,2155 Mission St,94110,37.7625254,-122.4188834,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,48,0,16,8,8,16,0,0,0,0,0,0,0,0,0,POINT (-122.4188834 37.7625254)
1996-007,Leland Apartments,980 Howard St,980 Howard St,94103,37.7802422,-122.4068622,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,24,0,0,0,24,0,0,0,0,0,0,0,0,0,1,POINT (-122.4068622 37.7802422)
1993-011,Leland House,141 Leland Ave,141 Leland Ave,94134,37.7119809,-122.4062426,10,Visitacion Valley,Visitacion Valley,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4062426 37.7119809)
2001-018,Leland Polk Senior Community,1315 Polk St,1315 Polk St,94109,37.7889378,-122.4205209,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,72,0,28,44,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4205209 37.7889378)
2003-014,Lofts at One Powell,1 Powell St,10 Cyril Magnin St,94102,37.7846968,-122.4082339,3,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Adaptive Reuse,Inclusionary Housing Program,,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4082339 37.7846968)
1997-001,Loyola Village,2130 Fulton St,600 Anza Blvd,94118,37.7803818,-122.4529218,2,Lone Mountain/USF,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,18,0,0,8,5,5,0,0,0,0,0,0,0,0,0,POINT (-122.4529218 37.7803818)
1995-009,Lyric Hotel,140 Jones St,140 Jones St,94102,37.7826431,-122.412208,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,58,58,0,0,0,0,0,0,0,0,58,0,0,0,0,POINT (-122.412208 37.7826431)
1998-012,MAC's Children and Family Services,2168 Cayuga Ave,2168 Cayuga Ave,94112,37.7104298,-122.4543773,11,Outer Mission,Outer Mission,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Foster Care,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4543773 37.7104298)
2010-022,Madonna Residences,350 Golden Gate Av,350 Golden Gate Ave,94102,37.7818193,-122.4164206,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,70,40,29,1,0,0,0,0,0,0,10,0,0,0,1,POINT (-122.4164206 37.7818193)
1994-009,Magdalena Mora House,2973 26th St,2973 26th St,94110,37.7493976,-122.4095307,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,POINT (-122.4095307 37.7493976)
1999-004,Magnolia Place,1880 Lombard St,3322 Buchanan St,94123,37.8005084,-122.4324575,2,Marina,Marina,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4324575 37.8005084)
1994-015,Maitri,401 Duboce Ave,401 Duboce Ave,94114,37.7692818,-122.4295404,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4295404 37.7692818)
2008-037,Marathon Hotel,710 Ellis St,710 Ellis St,94103,37.7843817,-122.4181676,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,10,9,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4181676 37.7843817)
2008-006,Marcy Adelman and Jeanette Gurevitch Openhouse Community,95 Laguna St,95 Laguna St,94102,37.7716712,-122.4255034,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,06/23/2017,79,0,40,36,3,0,0,0,0,0,15,0,0,0,1,POINT (-122.4255034 37.7716712)
1984-004,Maria Alicia Apartments,3090 16th St,3090 16th St,94103,37.7650899,-122.4216089,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,10/22/2021,20,0,0,1,2,11,6,0,0,0,0,0,0,0,1,POINT (-122.4216089 37.7650899)
1999-019,Maria Manor,174 Ellis St,174 Ellis St,94102,37.7855203,-122.4091032,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,119,118,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4091032 37.7855203)
1980-005,Mariposa Gardens,2445 Mariposa St,2445 Mariposa St,94110,37.7630155,-122.4078578,9,Mission,Mission,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,63,0,0,5,31,25,2,0,0,0,0,0,0,0,1,POINT (-122.4078578 37.7630155)
1992-006,Market Heights Apartments,1000 Tompkins Ave,1000 Tompkins Ave,94110,37.7368013,-122.410222,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,46,0,0,6,16,22,2,0,0,0,0,0,0,0,0,POINT (-122.410222 37.7368013)
1999-013,Marlton Manor,240-288 Jones St,240-288 Jones St,94102,37.783731,-122.412261,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,151,140,1,9,1,0,0,0,0,0,0,0,0,0,2,POINT (-122.412261 37.783731)
1969-001,Martin Luther King-Marcus Garvey Square Cooperative Apartments,1680 Eddy St,1680 Eddy St,94115,37.7812858,-122.4351783,5,Western Addition,Western Addition,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,211,0,16,50,57,56,32,0,0,0,0,0,0,0,2,POINT (-122.4351783 37.7812858)
