MOHCD Development ID,Development Name,Planning Approval Address,Marketing Address,Development Zip Code,Latitude and Longitude (Latitude),Latitude and Longitude (Longitude),Supervisor District,City Analysis Neighborhood,Planning Neighborhood,OCII Project Area,Lead Agency,Tenure,Development Type,Housing Program,Estimated/Actual Construction Start Date,# Income-Restricted Residential Units,# SRO Units,# Studios Units,# 1 Bedroom Units,# 2 Bedroom Units,# 3 Bedroom Units,# 4 Bedroom Units,# 5+ Bedroom Units,# Senior Units,# TAY Units,# Homeless Units,# LOSP Units,# VASH Units,# Market Rate Units,# Manager Units,Location
2011-008,Potrero 1010,1000 16th St,1010 16th St,94107,37.76656,-122.39759,6,Mission Bay,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,03/20/2014,91,0,22,32,38,0,0,0,0,0,0,0,0,1,0,POINT (-122.39759 37.76656)
2008-025,Potrero Launch,2235 3rd St,2235 3rd St,94107,37.7614336,-122.3884524,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,39,0,7,16,16,0,0,0,0,0,0,0,0,0,0,POINT (-122.3884524 37.7614336)
1993-015,Precita House,416 Precita Ave,416 Precita Ave,94110,37.7467597,-122.4111654,9,Bernal Heights,Bernal Heights,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4111654 37.7467597)
1996-012,Presentation Senior Community,301 Ellis St,301 Ellis St,94102,37.7848577,-122.411464,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,93,0,61,31,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.411464 37.7848577)
1989-011,Progress Apartments,1272 South Van Ness Ave,1272 South Van Ness Ave,94110,37.7527267,-122.4166188,9,Mission,Mission,Not in an OCII Project Area,SFRA,Rental,New Construction,Transitional,,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4166188 37.7527267)
1999-020,Providence Senior Housing,4601 3rd St,4601 3rd St,94124,37.7358963,-122.3900776,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,50,0,0,50,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.3900776 37.7358963)
2015-008,Purple House,966 Oak St,964-966 Oak St,94117,37.7737,-122.435223,5,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Small Sites Program,03/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.435223 37.7737)
2008-031,Rafiki House,1761 Turk St,1761 Turk St,94115,37.7795545,-122.4381285,5,Western Addition,Western Addition,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Transitional,,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4381285 37.7795545)
2018-039,Railton Place,230-242 Turk St,230-242 Turk St,94102,37.7832944,-122.413068,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,40,0,40,0,0,0,0,0,0,0,40,40,0,0,0,POINT (-122.413068 37.7832944)
1984-005,Reardon Heights (formerly Aspen South Hills),50 Reardon Rd,50 Reardon Rd,94124,37.7297043,-122.3775203,10,Bayview Hunters Point,Bayview,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,82,0,0,30,52,0,0,0,0,0,0,0,0,0,1,POINT (-122.3775203 37.7297043)
2007-004,Rene Cazenave Apts (Transbay Block 11A),25 Essex St,25 Essex St,94105,37.7823824,-122.4231449,6,Financial District/South Beach,South of Market,Transbay,OCII,Rental,New Construction,Multifamily Rental Program,10/17/2011,120,0,107,13,0,0,0,0,0,0,69,69,0,0,0,POINT (-122.4231449 37.7823824)
1999-012,Rich Sorro Commons,150 Berry St,150 Berry St,94107,37.77718,-122.3918,6,Mission Bay,South of Market,Mission Bay,SFRA,Rental,New Construction,Multifamily Rental Program,,100,0,0,15,40,35,10,0,0,0,0,0,0,0,1,POINT (-122.3918 37.77718)
1990-005,Richard M. Cohen Residence,220 Dolores St,220 Dolores St,94114,37.7658159,-122.4269621,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4269621 37.7658159)
2006-025,Richardson Apartments (Parcel G),365 Fulton St,365 Fulton St,94102,37.7785859,-122.4231449,5,Hayes Valley,Downtown/Civic Center,Western Addition-Area 2,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,120,0,120,0,0,0,0,0,0,0,76,64,0,0,0,POINT (-122.4231449 37.7785859)
1993-010,Richmond Hills Family Center,6324 Geary Blvd,6324 Geary Blvd,94121,37.7802559,-122.4873883,1,Outer Richmond,Outer Richmond,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Transitional,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4873883 37.7802559)
1970-001,Ridgeview Terrace Apartments,140 Cashmere St,140 Cashmere St,94124,37.7367701,-122.3846021,10,Bayview Hunters Point,Bayview,Western Addition-Area 2,MOHCD,Rental,New Construction,Multifamily Rental Program,,101,0,12,36,27,14,11,1,0,0,0,0,0,0,0,POINT (-122.3846021 37.7367701)
2009-009,Rincon Green,333 Harrison St,333 Harrison St,94105,37.78658,-122.39125,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,49,0,29,19,2,0,0,0,0,0,0,0,0,1,0,POINT (-122.39125 37.78658)
1990-004,Ritz Hotel,216 Eddy St,216 Eddy St,94102,37.7843165,-122.4112871,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,09/02/2021,89,88,0,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4112871 37.7843165)
2013-031,Robert B. Pitts Apartments,1150 Scott St,1150 Scott St,94102,37.7803191,-122.4368954,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,09/21/2015,201,0,0,0,77,112,12,0,0,0,0,0,0,0,2,POINT (-122.4368954 37.7803191)
2013-036,Rosa Parks Apartments,1251 Turk St,1251 Turk St,94115,37.7804256,-122.429498,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Rental Assistance Demonstration Program,11/07/2016,202,0,20,101,81,0,0,0,0,0,0,0,0,0,0,POINT (-122.429498 37.7804256)
2000-018,Rose Court,2501 Pine St,2501 Pine St,94115,37.7872973,-122.4371498,5,Pacific Heights,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,19,0,2,5,10,2,0,0,0,0,0,0,0,0,0,POINT (-122.4371498 37.7872973)
1989-007,SafeHouse,0 Confidential,Confidential,Confidential,0,0,9,Confidential,0,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Transitional,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (0 0)
1990-001,San Cristina,1000 Market St,1000 Market St,94102,37.7819457,-122.4111789,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,01/15/2020,58,58,0,0,0,0,0,0,0,0,14,0,0,0,0,POINT (-122.4111789 37.7819457)
1990-009,Senator Residence,519 Ellis St,519 Ellis St,94109,37.78439,-122.41492,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,,89,71,0,18,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41492 37.78439)
2001-014,Seneca Hotel,32-40 6th St,32-40 6th St,94103,37.7816229,-122.4098192,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4098192 37.7816229)
2018-052e,SFHA Scattered Sites - Eddy,1357-1371 Eddy St,1357-1371 Eddy St,94115,37.781511,-122.429918,5,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,02/14/2022,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,POINT (-122.429918 37.781511)
2018-052b,SFHA Scattered Sites - Great Hwy,2206-2268 Great Hwy,2206 Great Highway,94116,37.7452217,-122.5072882,4,Sunset/Parkside,Parkside,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,02/14/2022,16,0,0,0,6,10,0,0,0,0,0,0,,0,0,POINT (-122.5072882 37.7452217)
2018-052d,SFHA Scattered Sites - Noe,363 Noe St,363 Noe St,94114,37.763241,-122.4326933,8,Castro/Upper Market,Castro/Upper Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,02/14/2022,21,0,19,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4326933 37.763241)
2018-052a,SFHA Scattered Sites - Noriega,4101 Noriega St,4101 Noriega St,94122,37.7527242,-122.5077699,4,Sunset/Parkside,Outer Sunset,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,02/14/2022,8,0,0,0,3,3,2,0,0,0,0,0,0,0,0,POINT (-122.5077699 37.7527242)
2018-052c,SFHA Scattered Sites - Randolph,200 Randolph St,200 Randolph St,94132,37.7144575,-122.4648136,11,Oceanview/Merced/Ingleside,Ocean View,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,02/14/2022,16,0,0,0,8,6,2,0,0,0,0,0,0,0,0,POINT (-122.4648136 37.7144575)
1982-007,Sierra Madre Apartments,421 Leavenworth St,421 Leavenworth St,94102,37.7850148,-122.4148268,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,46,0,42,4,0,0,0,0,0,0,1,0,0,0,0,POINT (-122.4148268 37.7850148)
2005-004,Sister Bernie Galvin Apartments,787 Brannan St,785 Brannan St,94103,37.77318,-122.4026,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4026 37.77318)
1999-022,SOMA Family Apts (8th & Howard),1166 Howard St,1166 Howard St,94103,37.7768207,-122.4112557,6,South of Market,South of Market,South of Market,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,74,0,0,12,40,22,0,0,0,0,0,0,0,0,0,POINT (-122.4112557 37.7768207)
1997-012,SOMA Residences,1045 Mission St,1045 Mission St,94103,37.7800689,-122.4096056,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Securities Program,,56,0,36,20,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4096056 37.7800689)
1998-020,SOMA Studios,1188 Howard St,1190 Howard St,94103,37.776613,-122.4113844,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,88,0,88,0,0,0,0,0,0,0,9,0,0,0,0,POINT (-122.4113844 37.776613)
1984-010,South Beach Marina Apartments,2 Townsend St,2 Townsend St,94107,37.7821,-122.38952,6,Financial District/South Beach,South of Market,Rincon Point-South Beach,MOHCD/SFRA,Rental,Rehabilitation,Acquisition-Preservation Program,,101,0,0,53,48,0,0,0,0,0,0,0,0,0,0,POINT (-122.38952 37.7821)
2018-010a,South Park Scattered Sites - Gran Oriente Filipino,106 South Park St,106 South Park St,94107,37.7817346,-122.3944338,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,07/01/2020,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3944338 37.7817346)
1981-002a,South Park Scattered Sites - Hotel Madrid,22 South Park Park,22 South Park St,94107,37.7822757,-122.3936674,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Securities Program,06/30/2020,44,42,2,0,0,0,0,0,0,0,12,0,0,0,0,POINT (-122.3936674 37.7822757)
1981-001a,South Park Scattered Sites - Parkview Hotel,102 South Park St,102 South Park St,94107,37.7818375,-122.3944607,6,Financial District/South Beach,South of Market,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Securities Program,06/08/2020,41,39,1,1,0,0,0,0,0,0,7,0,0,0,1,POINT (-122.3944607 37.7818375)
2016-008,St Francis of Assisi,145 Guerrero St,145 Guerrero St,94103,37.769015,-122.4237643,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,11/01/2016,110,0,0,108,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.4237643 37.769015)
1984-006,St. Claire Residence,585 Geary St,585 Geary St,94102,37.7866887,-122.4128695,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,41,21,6,14,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4128695 37.7866887)
1989-013,St. Joseph's Family Shelter,899 Guerrero St,899 Guerrero St,94110,37.7569504,-122.4231462,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Transitional,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4231462 37.7569504)
1991-004,St. Olga's Home,275 Collins St,275 Collins St,94118,37.781077,-122.4500634,2,Lone Mountain/USF,Inner Richmond,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4500634 37.781077)
2007-017,St. Peter's Place,420 29th Ave,420 29th Ave,94121,37.7813431,-122.4888695,1,Outer Richmond,Outer Richmond,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,20,0,14,4,2,0,0,0,0,0,0,0,0,0,1,POINT (-122.4888695 37.7813431)
1990-016,Steamboat Point (Parcel K),49-55 Townsend St,49-55 Townsend St,94107,37.7813611,-122.3892271,6,Mission Bay,South of Market,Rincon Point-South Beach,MOHCD,Rental,New Construction,Multifamily Rental Program,,108,0,0,51,26,31,0,0,0,0,0,0,0,0,1,POINT (-122.3892271 37.7813611)
2011-031,Stevenson Lofts,527 Stevenson St,529 Stevenson St,94103,37.781089,-122.4102613,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4102613 37.781089)
1972-001,Sutter Apartments,1480 Sutter St,1480 Sutter St,94109,37.787448,-122.4248261,2,Western Addition,Western Addition,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,67,0,24,43,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4248261 37.787448)
1982-009,Swiss American Hotel,534 Broadway,534 Broadway,94133,37.7981205,-122.4060914,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,12/01/2017,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4060914 37.7981205)
1992-009,Swords to Plowshares (De Montfort),27/42 De Montfort Ave,27/42 De Montfort Ave,94112,37.7238207,-122.4589867,11,Oceanview/Merced/Ingleside,Ocean View,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Transitional,,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4589867 37.7238207)
1997-019,Tabernacle Vista Apartments,2139 O'Farrell St,2139 O'Farrell St,94115,37.7821925,-122.4402666,5,Western Addition,Western Addition,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Small Sites Program,,21,0,7,11,3,0,0,0,0,0,0,0,0,0,1,POINT (-122.4402666 37.7821925)
2011-006,Tenderloin Family Housing,201 Turk St,201 Turk St,94102,37.7828,-122.41301,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD/SFRA,Rental,Rehabilitation,Multifamily Rental Program,09/05/2013,175,0,12,81,46,36,0,0,0,0,0,0,0,0,1,POINT (-122.41301 37.7828)
1980-007,Tennessee Street Housing Corporation,712 Tennessee St,712 Tennessee St,94107,37.7627095,-122.3900679,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,6,0,1,3,2,0,0,0,0,0,0,0,0,0,0,POINT (-122.3900679 37.7627095)
1996-010,The Arc Apartments,416 Bay St,416 Bay St,94133,37.8058024,-122.4140304,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Rental,New Construction,Multifamily Rental Program,,8,0,0,0,5,1,2,0,0,0,0,0,0,0,0,POINT (-122.4140304 37.8058024)
1999-026,The Avenue (Assisted Living),1019-1021 Van Ness Ave,1019-1021 Van Ness Ave,94109,37.7852512,-122.4217441,2,Western Addition,Western Addition,Not in an OCII Project Area,MOHCD,Rental,New Construction,Assisted Living/Skilled Nursing Facility,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4217441 37.7852512)
2013-007,The Civic,101 Polk St,101 Polk St,94102,37.7777233,-122.4183363,6,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,10/06/2014,19,0,2,10,7,0,0,0,0,0,0,0,0,0,0,POINT (-122.4183363 37.7777233)
2002-020,The Coronet,3595 Geary Blvd,3595 Geary Blvd,94118,37.7810169,-122.4580933,2,Lone Mountain/USF,Inner Richmond,Not in an OCII Project Area,MOHCD/SFRA,Rental,New Construction,Multifamily Rental Program,,148,0,28,111,9,0,0,0,0,0,25,25,0,0,0,POINT (-122.4580933 37.7810169)
2001-015,The Dudley Apartments,172-180 6th St,172-180 6th St,94103,37.7799396,-122.4076559,6,South of Market,South of Market,South of Market,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,75,25,27,23,0,0,0,0,0,0,16,0,0,0,0,POINT (-122.4076559 37.7799396)
2011-029,The Gantry,740 Illinois St,2121 3rd St,94107,37.76268612,-122.3882188,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,11/05/2012,18,0,2,8,7,1,0,0,0,0,0,0,0,0,0,POINT (-122.3882188 37.76268612)
2015-037,The George,941 Mission St,424 Minna St,94103,37.782036,-122.4067303,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,06/02/2020,91,0,21,31,39,0,0,0,0,0,0,0,0,0,0,POINT (-122.4067303 37.782036)
2008-015,The Hyde,168 Hyde St,168 Hyde St,94102,37.78233,-122.41548,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41548 37.78233)
2016-055,The Madelon,2000 Bryant St,2823 18th St,94110,37.7616059,-122.4105171,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,01/25/2018,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4105171 37.7616059)
2014-016,The Martin,2051 3rd St,2051 3rd St,94107,37.7638099,-122.388364,10,Potrero Hill,Potrero Hill,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,12/30/2015,12,0,4,3,5,0,0,0,0,0,0,0,0,0,0,POINT (-122.388364 37.7638099)
1980-002,The Nathan Building,340 Eddy St,340 Eddy St,94102,37.784083,-122.4134994,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,82,0,81,0,1,0,0,0,0,0,0,0,0,0,0,POINT (-122.4134994 37.784083)
2008-005,The Openhouse Community at 55 Laguna (Richardson Hall),55 Laguna St,55 Laguna St,94102,37.7710493,-122.4256225,8,Hayes Valley,Western Addition,Not in an OCII Project Area,MOHCD/SFRA,Rental,Adaptive Reuse,Multifamily Rental Program,01/12/2015,40,0,10,26,4,0,0,0,0,0,1,0,0,0,1,POINT (-122.4256225 37.7710493)
1998-015,The Paramount,680 Mission St,680 Mission St,94105,37.78673,-122.402,6,Financial District/South Beach,Financial District,Yerba Buena Center,SFRA,Rental,New Construction,Multifamily Rental Program,,99,0,23,61,15,0,0,0,0,0,0,0,0,0,0,POINT (-122.402 37.78673)
2016-023,The Rise Hayes Valley,1699 Market St,1699 Market St,94103,37.7724486,-122.4219886,6,Mission,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,10/11/2017,19,0,2,9,8,0,0,0,0,0,0,0,0,0,0,POINT (-122.4219886 37.7724486)
1994-013,The Rose,125 6th St,125 6th St,94103,37.7808133,-122.4080364,6,South of Market,South of Market,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4080364 37.7808133)
2016-051,The Sutherland,915 Minna St,915 Minna St,94103,37.774233,-122.415806,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,03/16/2018,7,0,2,2,2,1,0,0,0,0,0,0,0,0,0,POINT (-122.415806 37.774233)
1984-009,The Towers at Rincon,66 Howard St,88 Howard St,94105,37.79185,-122.39231,6,Financial District/South Beach,Financial District,Rincon Point-South Beach,SFRA,Rental,Rehabilitation,Multifamily Securities Program,,76,0,26,39,12,0,0,0,0,0,0,0,0,1,0,POINT (-122.39231 37.79185)
2005-022,The Wilson,973 Market St,973 Market St,94102,37.7825529,-122.4095171,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,07/12/2012,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4095171 37.7825529)
1988-006a,Throughline Scattered Sites - Bayside Elderly Housing,777 Broadway,777 Broadway,94133,37.7972298,-122.4090525,3,Chinatown,Chinatown,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,12/31/2022,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.4090525 37.7972298)
1980-001a,Throughline Scattered Sites - Consorcia Apts,1204 Mason St,1204 Mason St,94108,37.7947631,-122.4112657,3,Nob Hill,Nob Hill,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,04/01/2022,24,0,18,6,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4112657 37.7947631)
1982-001a,Throughline Scattered Sites - Tower Hotel,1527 Grant Ave,1527 Grant Ave,94133,37.801052,-122.4078219,3,North Beach,North Beach,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,08/15/2022,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1,POINT (-122.4078219 37.801052)
1998-018,TIHDI: 1445 Chinook,1445 Vallejo St,1445 Chinook Ct,94130,37.824417,-122.3733153,6,Treasure Island,Treasure Island/YBI,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Transitional,,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.3733153 37.824417)
2001-013,TIHDI: CHP Villages,410 Avenue of the Palms,410 Avenue of the Palms,94130,37.8170069,-122.3712943,6,Treasure Island,Treasure Island/YBI,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,44,0,0,0,26,16,2,0,0,0,0,0,0,0,0,POINT (-122.3712943 37.8170069)
1998-017,TIHDI: Female Offender Treatment and Education Program,1440 Chinook Ct,1440 Chinook Ct,94130,37.8243755,-122.373935,6,Treasure Island,Treasure Island/YBI,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Transitional,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.373935 37.8243755)
1999-021,TIHDI: Island Bay Homes,1411 Flounder Ct,1411 Flounder Ct,94130,37.8267881,-122.3746211,6,Treasure Island,Treasure Island/YBI,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,68,0,0,0,30,28,10,0,0,0,0,0,0,0,0,POINT (-122.3746211 37.8267881)
1998-016,TIHDI: TISH Phases 1 & 2,1403 Sturgeon St,1403 Sturgeon St,94130,37.8263076,-122.3758826,6,Treasure Island,Treasure Island/YBI,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Multifamily Rental Program,,66,0,0,0,46,16,4,0,0,0,65,0,0,0,1,POINT (-122.3758826 37.8263076)
2015-031,TL Residences,361 Turk St,361 Turk St,94102,37.78251,-122.41489,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,07/07/2017,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41489 37.78251)
2000-009,Tower 737 (aka Post St Towers),737 Post St,737 Post St,94109,37.78743,-122.41403,3,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,MOHCD,Rental,Rehabilitation,Acquisition-Preservation Program,,20,0,9,5,6,0,0,0,0,0,0,0,0,0,0,POINT (-122.41403 37.78743)
2000-004,Tower Plaza,600 Portola Dr,600 Portola Dr,94127,37.745414,-122.4525368,7,West of Twin Peaks,West of Twin Peaks,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,POINT (-122.4525368 37.745414)
2006-018,Trinity Place Apartments (Phase 1),1167 Market St,1188 Mission St,94103,37.7783923,-122.41288,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,12,0,2,10,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41288 37.7783923)
2006-017,Trinity Place Apartments (Phase 2),1190 Mission St,1190 Mission St,94103,37.77781,-122.41319,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,63,0,50,13,0,0,0,0,0,0,0,0,0,0,0,POINT (-122.41319 37.77781)
2006-006,Trinity Place Apartments (Phase 3),33 8th St,33 8th St,94103,37.77845,-122.41368,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,04/07/2014,82,0,3,66,13,0,0,0,0,0,0,0,0,0,0,POINT (-122.41368 37.77845)
2006-005,"Trinity Plaza Apartments, (Phase 4)",1167 Market St,1167 Market St,94103,37.7791343,-122.4134803,6,South of Market,South of Market,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,08/08/2018,74,0,0,13,61,0,0,0,0,0,0,0,0,0,0,POINT (-122.4134803 37.7791343)
2008-036,Turk & Eddy Apartments,165 Turk St,165 Turk St,94102,37.7829915,-122.4117813,5,Tenderloin,Downtown/Civic Center,Not in an OCII Project Area,SFRA,Rental,Rehabilitation,Multifamily Rental Program,,82,0,77,5,0,0,0,0,0,0,0,0,0,0,2,POINT (-122.4117813 37.7829915)
2003-030,Valencia Gardens,340-370 Valencia St,340-370 Valencia St,94103,37.767099,-122.4232,9,Mission,Mission,Not in an OCII Project Area,SFRA,Rental,New Construction,Multifamily Rental Program,,260,0,0,59,98,89,14,0,0,0,0,0,0,0,2,POINT (-122.4232 37.767099)
2009-019,Vara,1880 Mission St,1600 15th St,94103,37.7667318,-122.4204969,9,Mission,Mission,Not in an OCII Project Area,MOHCD,Rental,New Construction,Inclusionary Housing Program,,40,0,6,23,8,3,0,0,0,0,0,0,0,0,0,POINT (-122.4204969 37.7667318)
